,Restaurant Name,Author,Review
11,Daluyon Beach and Mountain Resort,Lucie De boer,"Amazing room, the staff are just so lovely and everything went smoothly! Rooms: 5 Service: 5 Location: 5"
12,Daluyon Beach and Mountain Resort,Ador Cagape,We came here only to eat our dinner. Good food. Hotel highlights: Great value
13,Daluyon Beach and Mountain Resort,John Skibo,"We honeymooned here back in 2014 too. The area took some storm damage but Sabang is still an awesome place. Daluyon is a great place to stay. Staff is awesome, the restaurant changed the menu a bit and no longer has the fried ice cream but still good food. Rooms: Awesome rooms in Hut style buildings and all with a great sea view. Nearby activities: Underground River and the Mangrove forest are nearby and worth a visit."
14,Daluyon Beach and Mountain Resort,Jacob Irwin,The views are picturesque. Service is great. Clean and comfortable. Will recommend to friends and family. Priced fairly. Rooms: 5 Service: 5 Location: 5
15,Daluyon Beach and Mountain Resort,Jordan B.,"Amazing food, the beach is beautiful, the staff are all great and provide impeccable service. I can't think of a way to improve this place other than maybe adding bug screens to room windows Rooms: 5 Service: 5 Location: 5 Hotel highlights: Luxury, Great view, Romantic, Quiet, Kid-friendly, Great value"
16,Daluyon Beach and Mountain Resort,Willem 67,Now more or less all Covid rules gone Daluyon have as well good food again. During Covid was one time disappointed but today improved drastic with good service and good food. Basic Filipino food but probably improve in future Nearby activities: Have several things in walking distance. Safety: Secured area with security Food & drinks: The menu looks good only more Filipino style food but good quality
17,Daluyon Beach and Mountain Resort,,"Hidden gem. Very peaceful, well maintained grounds, with professional staff. The views are outstanding and the rooms are clean. Well worth the stay. Nearby activities: Underground river tour and mangroves tour"
18,Daluyon Beach and Mountain Resort,Patricia Wernli,What a wonderful time we had! A huge compliment to the whole team who made us feel home! As we say - there is no better place than home . Thank you to Mr. Bruce and his whole team - each one of you are great. Till next time Rooms: 5 Service: 5 Location: 5
19,Daluyon Beach and Mountain Resort,Zia Maurice Canut,"I love this place looking forward on coming back again but the price is a bit pricey but it's worth it.Rooms: 5/5  |  Service: 5/5  |  Location: 5/5Hotel highlights Great view, Quiet …More"
20,Daluyon Beach and Mountain Resort,G Garcia,Great getaway near the city of Puerto Princessa
